run_id,experiment_id,experiment_type,generated_at,model_name,model_path,best_round,final_round,final_loss,final_auc,final_mrr,use_attention,sigma,num_clients,num_rounds,batch_size,lr,epochs,notes
centralized_attn_e5_20260427_230134,centralized_attn_e5,centralized_train,2026-04-27T23:03:03.410807,centralized_attn_e5,F:\ graduation_project\checkpoints\centralized_attn_e5.pth,,5,1.3116328488480142,,,True,0,,5,64,0.001,5,centralized training finished
eval_centralized_attn_e5_20260427_230530,eval_centralized_attn_e5,evaluation,2026-04-27T23:05:30.780767,centralized_attn_e5,checkpoints/centralized_attn_e5.pth,,,,0.604366455516458,0.31258497851798567,True,,,,,,,offline evaluation finished
fed_attn_nodp_r10_20260427_232704,fed_attn_nodp_r10,federated,2026-04-27T23:38:14.952298,fed_attn_nodp_r10,F:\ graduation_project\checkpoints\fed_attn_nodp_r10_round_10.pth,5,10,,0.6411197101694437,0.5692217147368123,True,0.0,50,10,32,0.001,,federated training finished
fed_attn_dp0.001_r10_20260427_234132,fed_attn_dp0.001_r10,federated,2026-04-27T23:51:41.339139,fed_attn_dp0.001_r10,F:\ graduation_project\checkpoints\fed_attn_dp0.001_r10_round_10.pth,10,10,,0.6441223321773943,0.5734453560386066,True,0.001,50,10,32,0.001,,federated training finished
fed_mean_nodp_r10_20260427_235807,fed_mean_nodp_r10,federated,2026-04-28T00:04:56.082166,fed_mean_nodp_r10,F:\ graduation_project\checkpoints\fed_mean_nodp_r10_round_10.pth,5,10,,0.5212474273309087,0.4750582668433468,False,0.0,50,10,32,0.001,,federated training finished
fed_attn_dp0.01_r10_20260428_001548,fed_attn_dp0.01_r10,federated,2026-04-28T00:33:44.098636,fed_attn_dp0.01_r10,F:\ graduation_project\checkpoints\fed_attn_dp0.01_r10_round_10.pth,10,10,,0.64445008317122,0.5717267191068257,True,0.01,50,10,32,0.001,,federated training finished
fed_attn_noniid_nodp_r10_20260502_202800,fed_attn_noniid_nodp_r10,federated,2026-05-02T20:45:07.275343,fed_attn_noniid_nodp_r10,F:\ graduation_project\checkpoints\fed_attn_noniid_nodp_r10_round_10.pth,5,10,,0.6335532436775776,0.5633001118347477,True,0.0,50,10,32,0.001,,federated training finished
